0	sky	Cúpula HDRI	skyHdri	11,8,10	68,48,68
839	upperDetail	Panel acústico trasero 4	acoustic	20.200000762939453,4.840000152587891,5.730000019073486	1.0499999523162842,1.2599999904632568,0.07999999821186066
840	upperDetail	Difusor estudio 1	woodDark	21.670000076293945,4.949999809265137,1.100000023841858	0.07999999821186066,1.4500000476837158,0.7799999713897705
841	upperDetail	Difusor estudio 2	woodDark	21.670000076293945,4.949999809265137,2.3499999046325684	0.07999999821186066,1.4500000476837158,0.7799999713897705
842	upperDetail	Difusor estudio 3	woodDark	21.670000076293945,4.949999809265137,3.5999999046325684	0.07999999821186066,1.4500000476837158,0.7799999713897705
843	upperDetail	Marco estudio superior	blackMetal	13.904999732971191,5.769999980926514,3	0.029999999329447746,0.10000000149011612,3.0399999618530273
844	upperDetail	Marco estudio inferior	blackMetal	13.904999732971191,4.03000020980835,3	0.029999999329447746,0.07999999821186066,3.0399999618530273
845	upperDetail	Marco estudio jamba norte	blackMetal	13.904999732971191,4.900000095367432,1.5	0.029999999329447746,1.7599999904632568,0.07999999821186066
846	upperDetail	Marco estudio jamba sur	blackMetal	13.904999732971191,4.900000095367432,4.5	0.029999999329447746,1.7599999904632568,0.07999999821186066
847	upperDetail	Montante estudio	blackMetal	13.904999732971191,4.900000095367432,3	0.029999999329447746,1.7599999904632568,0.05999999865889549
848	upperDetail	Marco dormitorio superior	blackMetal	13.904999732971191,5.769999980926514,7.550000190734863	0.029999999329447746,0.10000000149011612,1.659999966621399
849	upperDetail	Marco dormitorio inferior	blackMetal	13.904999732971191,4.03000020980835,7.550000190734863	0.029999999329447746,0.07999999821186066,1.659999966621399
850	upperDetail	Marco dormitorio jamba frente	blackMetal	13.904999732971191,4.900000095367432,6.71999979019165	0.029999999329447746,1.7599999904632568,0.07999999821186066
851	upperDetail	Marco dormitorio jamba fondo	blackMetal	13.904999732971191,4.900000095367432,8.380000114440918	0.029999999329447746,1.7599999904632568,0.07999999821186066
852	upperDetail	Zócalo cocina lineal	blackMetal	21.3700008392334,3.309999942779541,10.020000457763672	0.7300000190734863,0.10000000149011612,2.640000104904175
853	upperDetail	Zócalo columna cocina	blackMetal	21.3700008392334,3.309999942779541,8.520000457763672	0.7300000190734863,0.10000000149011612,0.699999988079071
854	upperDetail	Zócalo península cocina	blackMetal	20.34000015258789,3.309999942779541,10.079999923706055	1.2200000286102295,0.10000000149011612,0.5600000023841858
855	upperDetail	Despiece península cocina	blackMetal	20.34000015258789,3.740000009536743,10.079999923706055	0.019999999552965164,0.8199999928474426,0.800000011920929
856	upperDetail	Colgante cocina A	blackMetal	20.079999923706055,5.360000133514404,9.779999732971191	0.07999999821186066,0.23999999463558197,0.07999999821186066
857	upperDetail	Luz colgante cocina A	warmLight	20.079999923706055,5.179999828338623,9.779999732971191	0.05000000074505806,0.07000000029802322,0.05000000074505806
858	upperDetail	Colgante cocina B	blackMetal	20.079999923706055,5.360000133514404,10.420000076293945	0.07999999821186066,0.23999999463558197,0.07999999821186066
859	upperDetail	Luz colgante cocina B	warmLight	20.079999923706055,5.179999828338623,10.420000076293945	0.05000000074505806,0.07000000029802322,0.05000000074505806
860	upperDetail	Cable lámpara comedor A	blackMetal	18.540000915527344,5.730000019073486,9.220000267028809	0.006000000052154064,0.30000001192092896,0.006000000052154064
861	upperDetail	Cable lámpara comedor B	blackMetal	19.219999313354492,5.730000019073486,9.220000267028809	0.006000000052154064,0.30000001192092896,0.006000000052154064
862	upperDetail	Florero comedor curado	ceramic	18.8799991607666,4.139999866485596,9.220000267028809	0.06499999761581421,0.18000000715255737,0.06499999761581421
863	upper	Tapajunta acceso vestidor A	whitePlaster	17.6200008392334,4.579999923706055,7.550000190734863	0.019999999552965164,2.319999933242798,0.10000000149011612
864	upper	Tapajunta acceso vestidor B	whitePlaster	17.6200008392334,5.800000190734863,7.550000190734863	0.14000000059604645,0.07999999821186066,0.8999999761581421
865	upperDetail	Zócalo vestidor frente	blackMetal	18.520000457763672,3.309999942779541,8.350000381469727	1.4600000381469727,0.10000000149011612,0.05000000074505806
866	upperDetail	Zócalo vestidor fondo	blackMetal	18.520000457763672,3.309999942779541,6.550000190734863	1.4600000381469727,0.10000000149011612,0.05000000074505806
867	upperDetail	Remate cielorraso vestidor	whitePlaster	18.520000457763672,5.940000057220459,7.380000114440918	1.7200000286102295,0.029999999329447746,2.740000009536743
868	ground	Nariz playa húmeda	concrete	18.65999984741211,-0.1899999976158142,16.479999542236328	0.10000000149011612,0.05000000074505806,2.059999942779541
869	ground	Junta borde pileta medianera	blackMetal	18.6200008392334,-0.11999999731779099,16.479999542236328	0.029999999329447746,0.029999999329447746,2.140000104904175
870	upperDetail	Burlete perimetral estudio 4.88	blackMetal	14.010000228881836,4.559999942779541,4.880000114440918	0.014999999664723873,2.430000066757202,0.017999999225139618
871	upperDetail	Burlete perimetral estudio 5.72	blackMetal	14.010000228881836,4.559999942779541,5.71999979019165	0.014999999664723873,2.430000066757202,0.017999999225139618
872	upperDetail	Burlete perimetral estudio 3.34	blackMetal	14.010000228881836,3.3399999141693115,5.300000190734863	0.014999999664723873,0.017999999225139618,0.8500000238418579
873	upperDetail	Burlete perimetral estudio 5.78	blackMetal	14.010000228881836,5.78000020980835,5.300000190734863	0.014999999664723873,0.017999999225139618,0.8500000238418579
874	upperDetail	Soporte monitor izquierdo	blackMetal	17.3799991607666,3.819999933242798,1.7799999713897705	0.05000000074505806,1.1399999856948853,0.05000000074505806
875	upperDetail	Base soporte monitor izquierdo	blackMetal	17.3799991607666,3.2750000953674316,1.7799999713897705	0.3199999928474426,0.05000000074505806,0.3400000035762787
876	upperDetail	Soporte monitor derecho	blackMetal	17.3799991607666,3.819999933242798,4.21999979019165	0.05000000074505806,1.1399999856948853,0.05000000074505806
877	upperDetail	Base soporte monitor derecho	blackMetal	17.3799991607666,3.2750000953674316,4.21999979019165	0.3199999928474426,0.05000000074505806,0.3400000035762787
878	upperDetail	Sofá estudio base	fabric	20.90999984741211,3.5899999141693115,3.1499998569488525	1.7200000286102295,0.30000001192092896,0.8600000143051147
879	upperDetail	Sofá estudio respaldo	fabric	21.239999771118164,4.039999961853027,3.1499998569488525	1.6856000423431396,0.6700000166893005,0.23999999463558197
880	upperDetail	Sofá estudio brazo -1	fabric	20.90999984741211,3.8499999046325684,2.395000696182251	0.2199999988079071,0.5199999809265137,0.8600000143051147
881	upperDetail	Sofá estudio brazo 1	fabric	20.90999984741211,3.8499999046325684,3.905000925064087	0.2199999988079071,0.5199999809265137,0.8600000143051147
882	upperDetail	Sofá estudio cojín 0	fabric	20.889999389648438,3.805000066757202,2.7233335971832275	0.4126666784286499,0.20000000298023224,0.6399999856948853
883	upperDetail	Sofá estudio costura cojín 0	fabric	20.889999389648438,3.799999952316284,2.7233335971832275	1,1,1
884	upperDetail	Sofá estudio cojín 1	fabric	20.889999389648438,3.805000066757202,3.1499998569488525	0.4126666784286499,0.20000000298023224,0.6399999856948853
885	upperDetail	Sofá estudio costura cojín 1	fabric	20.889999389648438,3.799999952316284,3.1499998569488525	1,1,1
886	upperDetail	Sofá estudio cojín 2	fabric	20.889999389648438,3.805000066757202,3.5766661167144775	0.4126666784286499,0.20000000298023224,0.6399999856948853
887	upperDetail	Sofá estudio costura cojín 2	fabric	20.889999389648438,3.799999952316284,3.5766661167144775	1,1,1
888	upperDetail	Sofá estudio pata -1-1	blackMetal	21.200000762939453,3.359999895095825,2.4599993228912354	0.026000000536441803,0.2199999988079071,0.026000000536441803
889	upperDetail	Sofá estudio pata -11	blackMetal	20.6200008392334,3.359999895095825,2.4599993228912354	0.026000000536441803,0.2199999988079071,0.026000000536441803
890	upperDetail	Sofá estudio pata 1-1	blackMetal	21.200000762939453,3.359999895095825,3.8400003910064697	0.026000000536441803,0.2199999988079071,0.026000000536441803
891	upperDetail	Sofá estudio pata 11	blackMetal	20.6200008392334,3.359999895095825,3.8400003910064697	0.026000000536441803,0.2199999988079071,0.026000000536441803
892	upperDetail	Silla estudio asiento	fabric	19.100000381469727,3.7100000381469727,3.000000476837158	0.4699999988079071,0.10999999940395355,0.4399999976158142
893	upperDetail	Silla estudio respaldo	fabric	19.290000915527344,3.9800000190734863,3.000000476837158	0.44999998807907104,0.4300000071525574,0.07500000298023224
894	upperDetail	Silla estudio pata -1-1	woodDark	19.2549991607666,3.4649999141693115,2.8249993324279785	0.03200000151991844,0.4300000071525574,0.03200000151991844
895	upperDetail	Silla estudio pata -11	woodDark	18.94499969482422,3.4649999141693115,2.8249993324279785	0.03200000151991844,0.4300000071525574,0.03200000151991844
896	upperDetail	Silla estudio pata 1-1	woodDark	19.2549991607666,3.4649999141693115,3.174999713897705	0.03200000151991844,0.4300000071525574,0.03200000151991844
897	upperDetail	Silla estudio pata 11	woodDark	18.94499969482422,3.4649999141693115,3.174999713897705	0.03200000151991844,0.4300000071525574,0.03200000151991844
898	stair	Peldaño exterior 1	wood	13.479999542236328,3.1624999046325684,4.894444465637207	1,0.07500000298023224,0.2231111079454422
899	stair	Nariz antideslizante peldaño 1	blackMetal	13.479999542236328,3.2019999027252197,4.797333240509033	0.9100000262260437,0.006000000052154064,0.017999999225139618
900	stair	Soporte peldaño 1	blackMetal	13.479999542236328,3.118000030517578,4.894444465637207	0.8899999856948853,0.03500000014901161,0.03500000014901161
901	stair	Peldaño exterior 2	wood	13.479999542236328,2.988055467605591,4.683333396911621	1,0.07500000298023224,0.2231111079454422
902	stair	Nariz antideslizante peldaño 2	blackMetal	13.479999542236328,3.027555465698242,4.586222171783447	0.9100000262260437,0.006000000052154064,0.017999999225139618
903	stair	Soporte peldaño 2	blackMetal	13.479999542236328,2.9435555934906006,4.683333396911621	0.8899999856948853,0.03500000014901161,0.03500000014901161
904	stair	Peldaño exterior 3	wood	13.479999542236328,2.8136110305786133,4.472222328186035	1,0.07500000298023224,0.2231111079454422
905	stair	Nariz antideslizante peldaño 3	blackMetal	13.479999542236328,2.8531110286712646,4.375111103057861	0.9100000262260437,0.006000000052154064,0.017999999225139618
906	stair	Soporte peldaño 3	blackMetal	13.479999542236328,2.769111156463623,4.472222328186035	0.8899999856948853,0.03500000014901161,0.03500000014901161
907	stair	Peldaño exterior 4	wood	13.479999542236328,2.6391665935516357,4.261111259460449	1,0.07500000298023224,0.2231111079454422
908	stair	Nariz antideslizante peldaño 4	blackMetal	13.479999542236328,2.678666591644287,4.164000034332275	0.9100000262260437,0.006000000052154064,0.017999999225139618
909	stair	Soporte peldaño 4	blackMetal	13.479999542236328,2.5946667194366455,4.261111259460449	0.8899999856948853,0.03500000014901161,0.03500000014901161
910	stair	Peldaño exterior 5	wood	13.479999542236328,2.464722156524658,4.050000190734863	1,0.07500000298023224,0.2231111079454422
911	stair	Nariz antideslizante peldaño 5	blackMetal	13.479999542236328,2.5042221546173096,3.9528889656066895	0.9100000262260437,0.006000000052154064,0.017999999225139618
912	stair	Soporte peldaño 5	blackMetal	13.479999542236328,2.420222282409668,4.050000190734863	0.8899999856948853,0.03500000014901161,0.03500000014901161
913	stair	Peldaño exterior 6	wood	13.479999542236328,2.2902777194976807,3.8388888835906982	1,0.07500000298023224,0.2231111079454422
914	stair	Nariz antideslizante peldaño 6	blackMetal	13.479999542236328,2.329777717590332,3.7417778968811035	0.9100000262260437,0.006000000052154064,0.017999999225139618
915	stair	Soporte peldaño 6	blackMetal	13.479999542236328,2.2457778453826904,3.8388888835906982	0.8899999856948853,0.03500000014901161,0.03500000014901161
916	stair	Peldaño exterior 7	wood	13.479999542236328,2.115833282470703,3.6277778148651123	1,0.07500000298023224,0.2231111079454422
917	stair	Nariz antideslizante peldaño 7	blackMetal	13.479999542236328,2.1553332805633545,3.5306665897369385	0.9100000262260437,0.006000000052154064,0.017999999225139618
918	stair	Soporte peldaño 7	blackMetal	13.479999542236328,2.071333408355713,3.6277778148651123	0.8899999856948853,0.03500000014901161,0.03500000014901161
919	stair	Peldaño exterior 8	wood	13.479999542236328,1.9413888454437256,3.4166667461395264	1,0.07500000298023224,0.2231111079454422
920	stair	Nariz antideslizante peldaño 8	blackMetal	13.479999542236328,1.980888843536377,3.3195555210113525	0.9100000262260437,0.006000000052154064,0.017999999225139618
921	stair	Soporte peldaño 8	blackMetal	13.479999542236328,1.8968888521194458,3.4166667461395264	0.8899999856948853,0.03500000014901161,0.03500000014901161
922	stair	Peldaño exterior 9	wood	13.479999542236328,1.766944408416748,3.2055554389953613	1,0.07500000298023224,0.2231111079454422
923	stair	Nariz antideslizante peldaño 9	blackMetal	13.479999542236328,1.8064444065093994,3.1084444522857666	0.9100000262260437,0.006000000052154064,0.017999999225139618
924	stair	Soporte peldaño 9	blackMetal	13.479999542236328,1.7224444150924683,3.2055554389953613	0.8899999856948853,0.03500000014901161,0.03500000014901161
925	stair	Peldaño exterior 10	wood	13.479999542236328,1.5924999713897705,2.9944443702697754	1,0.07500000298023224,0.2231111079454422
926	stair	Nariz antideslizante peldaño 10	blackMetal	13.479999542236328,1.6319999694824219,2.8973333835601807	0.9100000262260437,0.006000000052154064,0.017999999225139618
927	stair	Soporte peldaño 10	blackMetal	13.479999542236328,1.5479999780654907,2.9944443702697754	0.8899999856948853,0.03500000014901161,0.03500000014901161
928	stair	Peldaño exterior 11	wood	13.479999542236328,1.418055534362793,2.7833333015441895	1,0.07500000298023224,0.2231111079454422
929	stair	Nariz antideslizante peldaño 11	blackMetal	13.479999542236328,1.4575555324554443,2.6862223148345947	0.9100000262260437,0.006000000052154064,0.017999999225139618
930	stair	Soporte peldaño 11	blackMetal	13.479999542236328,1.3735555410385132,2.7833333015441895	0.8899999856948853,0.03500000014901161,0.03500000014901161
931	stair	Peldaño exterior 12	wood	13.479999542236328,1.2436110973358154,2.5722222328186035	1,0.07500000298023224,0.2231111079454422
932	stair	Nariz antideslizante peldaño 12	blackMetal	13.479999542236328,1.2831110954284668,2.4751110076904297	0.9100000262260437,0.006000000052154064,0.017999999225139618
933	stair	Soporte peldaño 12	blackMetal	13.479999542236328,1.1991111040115356,2.5722222328186035	0.8899999856948853,0.03500000014901161,0.03500000014901161
934	stair	Peldaño exterior 13	wood	13.479999542236328,1.069166660308838,2.3611111640930176	1,0.07500000298023224,0.2231111079454422
935	stair	Nariz antideslizante peldaño 13	blackMetal	13.479999542236328,1.1086666584014893,2.2639999389648438	0.9100000262260437,0.006000000052154064,0.017999999225139618
936	stair	Soporte peldaño 13	blackMetal	13.479999542236328,1.024666666984558,2.3611111640930176	0.8899999856948853,0.03500000014901161,0.03500000014901161
937	stair	Peldaño exterior 14	wood	13.479999542236328,0.8947222232818604,2.1500000953674316	1,0.07500000298023224,0.2231111079454422
938	stair	Nariz antideslizante peldaño 14	blackMetal	13.479999542236328,0.9342222213745117,2.052888870239258	0.9100000262260437,0.006000000052154064,0.017999999225139618
939	stair	Soporte peldaño 14	blackMetal	13.479999542236328,0.8502222299575806,2.1500000953674316	0.8899999856948853,0.03500000014901161,0.03500000014901161
940	stair	Peldaño exterior 15	wood	13.479999542236328,0.7202777862548828,1.9388889074325562	1,0.07500000298023224,0.2231111079454422
941	stair	Nariz antideslizante peldaño 15	blackMetal	13.479999542236328,0.7597777843475342,1.8417778015136719	0.9100000262260437,0.006000000052154064,0.017999999225139618
942	stair	Soporte peldaño 15	blackMetal	13.479999542236328,0.675777792930603,1.9388889074325562	0.8899999856948853,0.03500000014901161,0.03500000014901161
943	stair	Peldaño exterior 16	wood	13.479999542236328,0.5458333492279053,1.7277777194976807	1,0.07500000298023224,0.2231111079454422
944	stair	Nariz antideslizante peldaño 16	blackMetal	13.479999542236328,0.5853333473205566,1.6306666135787964	0.9100000262260437,0.006000000052154064,0.017999999225139618
